0	0.99989557
1	0.99979115
2	0.99968672
3	0.99958235
4	0.99947798
5	0.99937361
6	0.99926925
7	0.99916488
8	0.99906051
9	0.99895620
10	0.99885190
11	0.99874759
12	0.99864328
13	0.99853897
14	0.99843472
15	0.99833047
16	0.99822623
17	0.99812198
18	0.99801773
19	0.99791354
20	0.99780935
21	0.99770516
22	0.99760097
23	0.99749678
24	0.99739259
25	0.99728847
26	0.99718434
27	0.99708021
28	0.99697608
29	0.99687195
30	0.99676788
31	0.99666381
32	0.99655974
33	0.99645567
34	0.99635160
35	0.99624753
36	0.99614352
37	0.99603951
38	0.99593550
39	0.99583149
40	0.99572748
41	0.99562353
42	0.99551958
43	0.99541563
44	0.99531168
45	0.99520773
46	0.99510378
47	0.99499989
48	0.99489599
49	0.99479210
50	0.99468821
51	0.99458432
52	0.99448049
53	0.99437666
54	0.99427283
55	0.99416900
56	0.99406517
57	0.99396133
58	0.99385756
59	0.99375379
60	0.99365002
61	0.99354625
62	0.99344248
63	0.99333876
64	0.99323505
65	0.99313134
66	0.99302763
67	0.99292392
68	0.99282020
69	0.99271655
70	0.99261290
71	0.99250925
72	0.99240559
73	0.99230194
74	0.99219835
75	0.99209476
76	0.99199116
77	0.99188757
78	0.99178398
79	0.99168038
80	0.99157685
81	0.99147332
82	0.99136978
83	0.99126625
84	0.99116272
85	0.99105924
86	0.99095577
87	0.99085230
88	0.99074882
89	0.99064535
90	0.99054188
91	0.99043846
92	0.99033505
93	0.99023163
94	0.99012822
95	0.99002481
96	0.98992145
97	0.98981810
98	0.98971474
99	0.98961139
100	0.98950803
101	0.98940468
102	0.98930138
103	0.98919809
104	0.98909479
105	0.98899150
106	0.98888820
107	0.98878491
108	0.98868167
109	0.98857844
110	0.98847520
111	0.98837197
112	0.98826873
113	0.98816556
114	0.98806238
115	0.98795921
116	0.98785603
117	0.98775285
118	0.98764968
119	0.98754656
120	0.98744345
121	0.98734033
122	0.98723722
123	0.98713410
124	0.98703104
125	0.98692799
126	0.98682493
127	0.98672187
128	0.98661882
129	0.98651576
130	0.98641276
131	0.98630977
132	0.98620677
133	0.98610377
134	0.98600078
135	0.98589784
136	0.98579490
137	0.98569196
138	0.98558903
139	0.98548609
140	0.98538315
141	0.98528028
142	0.98517740
143	0.98507452
144	0.98497164
145	0.98486876
146	0.98476595
147	0.98466313
148	0.98456031
149	0.98445749
150	0.98435467
151	0.98425186
152	0.98414910
153	0.98404634
154	0.98394358
155	0.98384082
156	0.98373806
157	0.98363537
158	0.98353267
159	0.98342997
160	0.98332727
161	0.98322457
162	0.98312187
163	0.98301923
164	0.98291659
165	0.98281395
166	0.98271132
167	0.98260868
168	0.98250604
169	0.98240346
170	0.98230088
171	0.98219830
172	0.98209572
173	0.98199314
174	0.98189062
175	0.98178810
176	0.98168558
177	0.98158306
178	0.98148054
179	0.98137802
180	0.98127556
181	0.98117310
182	0.98107064
183	0.98096818
184	0.98086572
185	0.98076332
186	0.98066092
187	0.98055851
188	0.98045611
189	0.98035371
190	0.98025131
191	0.98014897
192	0.98004663
193	0.97994429
194	0.97984195
195	0.97973961
196	0.97963732
197	0.97953504
198	0.97943276
199	0.97933048
200	0.97922820
201	0.97912592
202	0.97902369
203	0.97892147
204	0.97881925
205	0.97871703
206	0.97861481
207	0.97851259
