C:\Develop\AudioProgrammingBook\1.6.10_iscale\iscale.exe -i -m 12 65 data.txt 
0:	1.000000	349.228231
1:	1.059463	369.994423
2:	1.122462	391.995436
3:	1.189207	415.304698
4:	1.259921	440.000000
5:	1.334840	466.163762
6:	1.414214	493.883301
7:	1.498307	523.251131
8:	1.587401	554.365262
9:	1.681793	587.329536
10:	1.781797	622.253967
11:	1.887749	659.255114
12:	2.000000	698.456463
		---------------		
